endpoint,endpoint_kind,pools,stake_ada,delegators,tickers,pool_bech32s
ipv4:108.142.42.161,ipv4,14,503393676,50,ETO2 ETO4 ETO3 ETO9 ETO10 ETO6 ETO11 ETO5 ETO12 ETO13 ETO1 ETO14 ETO7 ETO8,pool19066qvd5dv6vq7fh5a5l7muzk6nc5fw8zq3w4tclyrhvjvlyeuc pool1swuyjknhewtqcmh583jjpvlcl0p9h9hrt5l2f3v2hl6gchqrn40 pool1xt7mjrtnsew3v33lu8sf93upf20sxhmcrfnpm82ra46yxk7uy45 pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht pool1wdujj7tmux5nuwnpeksgncendr3mj8ecsjcddpzx9gewc3flp4r pool1jzk8rwf2fs5l02dmm6pm5tnw9stmd8jpmvsy54085vu2u2656re pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7 pool1fvgmxt3688a5zl6amhvaqk9tmvk3lhxkgdsta6yj3czuy5hjwfy pool1nyjw0460ww5qjtpukexuywxdz4lzhy6tm7yygn74lnlcc62hnc8 pool150n38x8gquu4yt5s0s6m3ajjqe89y68x96dh32tq8a4es2l6dvp pool1lyh8e725vttnkr5eylgfap7pmnmkrk0wznpkfl8qxahyqe2agcu pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5
ipv4:108.142.42.221,ipv4,14,503393676,50,ETO2 ETO4 ETO3 ETO9 ETO10 ETO6 ETO11 ETO5 ETO12 ETO13 ETO1 ETO14 ETO7 ETO8,pool19066qvd5dv6vq7fh5a5l7muzk6nc5fw8zq3w4tclyrhvjvlyeuc pool1swuyjknhewtqcmh583jjpvlcl0p9h9hrt5l2f3v2hl6gchqrn40 pool1xt7mjrtnsew3v33lu8sf93upf20sxhmcrfnpm82ra46yxk7uy45 pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht pool1wdujj7tmux5nuwnpeksgncendr3mj8ecsjcddpzx9gewc3flp4r pool1jzk8rwf2fs5l02dmm6pm5tnw9stmd8jpmvsy54085vu2u2656re pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7 pool1fvgmxt3688a5zl6amhvaqk9tmvk3lhxkgdsta6yj3czuy5hjwfy pool1nyjw0460ww5qjtpukexuywxdz4lzhy6tm7yygn74lnlcc62hnc8 pool150n38x8gquu4yt5s0s6m3ajjqe89y68x96dh32tq8a4es2l6dvp pool1lyh8e725vttnkr5eylgfap7pmnmkrk0wznpkfl8qxahyqe2agcu pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5
ipv4:20.61.228.218,ipv4,14,503393676,50,ETO2 ETO4 ETO3 ETO9 ETO10 ETO6 ETO11 ETO5 ETO12 ETO13 ETO1 ETO14 ETO7 ETO8,pool19066qvd5dv6vq7fh5a5l7muzk6nc5fw8zq3w4tclyrhvjvlyeuc pool1swuyjknhewtqcmh583jjpvlcl0p9h9hrt5l2f3v2hl6gchqrn40 pool1xt7mjrtnsew3v33lu8sf93upf20sxhmcrfnpm82ra46yxk7uy45 pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht pool1wdujj7tmux5nuwnpeksgncendr3mj8ecsjcddpzx9gewc3flp4r pool1jzk8rwf2fs5l02dmm6pm5tnw9stmd8jpmvsy54085vu2u2656re pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7 pool1fvgmxt3688a5zl6amhvaqk9tmvk3lhxkgdsta6yj3czuy5hjwfy pool1nyjw0460ww5qjtpukexuywxdz4lzhy6tm7yygn74lnlcc62hnc8 pool150n38x8gquu4yt5s0s6m3ajjqe89y68x96dh32tq8a4es2l6dvp pool1lyh8e725vttnkr5eylgfap7pmnmkrk0wznpkfl8qxahyqe2agcu pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5
ipv4:20.61.229.103,ipv4,14,503393676,50,ETO2 ETO4 ETO3 ETO9 ETO10 ETO6 ETO11 ETO5 ETO12 ETO13 ETO1 ETO14 ETO7 ETO8,pool19066qvd5dv6vq7fh5a5l7muzk6nc5fw8zq3w4tclyrhvjvlyeuc pool1swuyjknhewtqcmh583jjpvlcl0p9h9hrt5l2f3v2hl6gchqrn40 pool1xt7mjrtnsew3v33lu8sf93upf20sxhmcrfnpm82ra46yxk7uy45 pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht pool1wdujj7tmux5nuwnpeksgncendr3mj8ecsjcddpzx9gewc3flp4r pool1jzk8rwf2fs5l02dmm6pm5tnw9stmd8jpmvsy54085vu2u2656re pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7 pool1fvgmxt3688a5zl6amhvaqk9tmvk3lhxkgdsta6yj3czuy5hjwfy pool1nyjw0460ww5qjtpukexuywxdz4lzhy6tm7yygn74lnlcc62hnc8 pool150n38x8gquu4yt5s0s6m3ajjqe89y68x96dh32tq8a4es2l6dvp pool1lyh8e725vttnkr5eylgfap7pmnmkrk0wznpkfl8qxahyqe2agcu pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5
dns:relays.wavepool.digital,dns,13,626826295,9534,WPBJ1 WPBJ3 WPBJ2 GMO2 SKY4 GMO1 WAV11 WAV1 SKY WAV7 SKY3 SKY2,pool155p7g23vdme50kp5lfqylfx5h7ndldyz2mletvr8fqucqzyrk44 pool1ljqjqskd4f4zekzddw204u5xtzhyz2cllq5v5dmn27zdwf9c70f pool1l0m820vyqh5pp2yzpw973qzz23neqqd977u0uczh9fs9zqvg0je pool1w4cetqsly2cz9fq2te95tnk2r56mh6ew6dmpyfctv2ldv8xuj9g pool14mhf0xtx45a8979mcnad8upas8apwal4nfqd95arv4wlsuk6m9q pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84 pool1457cnl7qu568h98xrw8krfnjkhf05mfhaq2l50epwy36yuln20q pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p pool1axzm26vduyuxgw0x9ddh4vkvn7q5hyd558l0t9c08p556lf2zaj pool1g5gmej3cj67td4pmvmacnls8nuq0gjld2pwfeg3jwpxujdx6lmu pool1u99x2rr6trfznwakv0959llmxmtgc2nvanc067uugl3ejuvvnc8 pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr pool1vafsg5t78rnx3qr3fv7ys9h50pnvxqhd4l8tj629l5zk7tc39ch
ipv4:54.84.119.195,ipv4,13,542346,55,,pool1u60gvu8qr69z4vx9wuqelxfhcuvjuxuvxyj9edf8rkmns0405ny pool18vyjg6jlyt2jywae7ndzv0f7xkrsexxgyhunxrlgm3zaku0327k pool1zxklu387uqpzpteqfk48enkuwyjvq0qawc2wvrdym540zk0yqps pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l pool1qg0g6hv2e50wevkqj34g0cya4f9audctayzp8wqwhxtdjnhn3tt pool1ye53d6kl460egekdnunjl4tx5zhs5puze8nqkfxyjuae7364w74 pool1g0t2a93g5e2j7wj0clmk73fhd8cjcj4xn383yt7xvdyhq37m0kk pool1fsck5keruz5n4qyes46s9rvrnxcrn8hukemgxazzlxpp6g66fzh pool106jtt06k5wjpqc5r5fkz06pgwhwaljzs624mnfua8fkhq0fl9am pool1rq4vahleea4yc38cr58klupl6g0w7ca07lc6kyvtcznp6649j5p pool1e2msrpcpa74t637jwtu37paxarq2da2tm2ttwg7fh2auc5vcl39 pool1thgpezwt4pvqhklhysnxrrclp0mfy2tg4qesxg8s5f7jg7802y0 pool1d344pwef7yphfhjn097gy3kgemvl8ldkdad83cv42eusvj7kqsl
dns:ipclub29-1.relay.my-ip.at,dns,9,79202934,2757,CCJ2 CCJ3 HOPE JOY2 JOY HOPE2 CCJ4 CCJ CCJ5,pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5 pool1fg42yz0qpu5jd0gd3g5xty4mm6jdxkje8szag8h798nyyxw6zd3 pool1vh4y864hcq2r66ak37w4dsnkhnsfxaaacs0p5s4vj5676m6txwm pool1udkx9rmgzf08z7zz4p7ykpdqsdv5nf0w8uf38wrsdn5dzk9nq4g pool1lkpj6fa4l0sy39qfvyl4pcsnnd22y8np8j98vzwula2kuxgers4 pool1x89ssjp53eczthatft9w74749558nsz3pq5jn056634pgt5m58s pool168t0xlm0dtdgf7d5w2mrm7ulsw4czpw297yvrpke9pmjcc9hz7k pool189j5mz6wa0gfrakwvn2tar7qt309qxrmsgde5v6qwm892n6re3v pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9
dns:ipclub29-2.relay.my-ip.at,dns,9,79202934,2757,CCJ2 CCJ3 HOPE JOY2 JOY HOPE2 CCJ4 CCJ CCJ5,pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5 pool1fg42yz0qpu5jd0gd3g5xty4mm6jdxkje8szag8h798nyyxw6zd3 pool1vh4y864hcq2r66ak37w4dsnkhnsfxaaacs0p5s4vj5676m6txwm pool1udkx9rmgzf08z7zz4p7ykpdqsdv5nf0w8uf38wrsdn5dzk9nq4g pool1lkpj6fa4l0sy39qfvyl4pcsnnd22y8np8j98vzwula2kuxgers4 pool1x89ssjp53eczthatft9w74749558nsz3pq5jn056634pgt5m58s pool168t0xlm0dtdgf7d5w2mrm7ulsw4czpw297yvrpke9pmjcc9hz7k pool189j5mz6wa0gfrakwvn2tar7qt309qxrmsgde5v6qwm892n6re3v pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9
dns:relay1.adaocean.com,dns,8,158940755,7085,OCEA3 OCEAN OCEA2 OCEA4 OCEA5 OCEA1 OCEA7 OCEA6,pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9 pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x pool1xaudqyen24fz02vhu9qa2ry44suzfk8z3lh7sc6qx7c3gpweww2 pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k
dns:relay2.adaocean.com,dns,8,158940755,7085,OCEA3 OCEAN OCEA2 OCEA4 OCEA5 OCEA1 OCEA7 OCEA6,pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9 pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x pool1xaudqyen24fz02vhu9qa2ry44suzfk8z3lh7sc6qx7c3gpweww2 pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k
dns:relay3.adaocean.com,dns,8,158940755,7085,OCEA3 OCEAN OCEA2 OCEA4 OCEA5 OCEA1 OCEA7 OCEA6,pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9 pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x pool1xaudqyen24fz02vhu9qa2ry44suzfk8z3lh7sc6qx7c3gpweww2 pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k
dns:relay4.adaocean.com,dns,8,158940755,7085,OCEA3 OCEAN OCEA2 OCEA4 OCEA5 OCEA1 OCEA7 OCEA6,pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9 pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x pool1xaudqyen24fz02vhu9qa2ry44suzfk8z3lh7sc6qx7c3gpweww2 pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k
dns:relay5.adaocean.com,dns,8,158940755,7085,OCEA3 OCEAN OCEA2 OCEA4 OCEA5 OCEA1 OCEA7 OCEA6,pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9 pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x pool1xaudqyen24fz02vhu9qa2ry44suzfk8z3lh7sc6qx7c3gpweww2 pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k
dns:relays.xray.app,dns,8,36323251,8827,XRAY1 XRAY3 XRAY2 XRAY4 XRAY5 XRAY8 XRAY7 XRAY6,pool1rjxdqghfjw5rv6lxg8qhedkechvfgnsqhl8rrzwck9g45n43yql pool1yt868wrp9s2x5pehe96del9m3nwasme62yw02vww3kg6zwzspcz pool1ntfxj2jgvhzen8e86ed679ctukar3vj538ywyyq8ryld66jj4sx pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6 pool1szy2tdjj8a4av365wk3q2fqg9srllmt0383e6v9p664ng076x9e pool16erldmmx5nvrwncujtp6lxs9tmvgxcpthd600pe6axm5z3p6522 pool1e6rjpsl42hsc52zc9s2awhv2df50yzw43xtc7d0vranpc9ej8uj pool1r650ja5y4jy7xd6srjz8ujkumy8xpk8kqgrxu92g3nwyk5jf4zq
dns:ca.relays.cardanians.io,dns,7,232939446,23242,CRDNS CRDN2 CRDN1 CRDN3 CRDN POOLS,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt pool1up53z2kadt6l5xs359ckx477rpyvyg3favh25qrhqt2ujclpq3h pool189lsf6c2upyhmrzddyvyfjxxkqnte9pw8aqx7f4cuf85sjxlm02 pool1ukeqarukv9gxwy9pt8jkr4qvad2yf87758g3xzemmvmtk8lrynp pool1kmsr376syqkluhxvv8k2axugqw7unjmlkwhfxjxtj7cw7qcn0jn pool1a5jd3x2udlvpm9mt4gpau4jlags6qtth6jdsguryh2zy27f5ttj pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq
ipv4:34.107.5.15,ipv4,7,321230,33,RAID3 RAID5 RAID RAID1 RAID6 RAID2 RAID4,pool1h0jfkyfqt729vxhq8ndxffcqn2afjhzzlwqecrvsufgu5sag0sj pool1vd3rfulk3x3k6mafusvrtnzysx9qkcgcks9an2alcpm55msk63g pool1cl3fhy6me0nf5jnxahk997r0529aumt967kw4yml5vraq94mdk4 pool1qel9h28zarup4g5dx95smeggfruq26k47lc8e6wmdzaaywyj63r pool1ftfgs9lp0l4l07glvemrzu86pqvxrvzsn85lc3hathlq5ddsw49 pool1ec5lvdyd9dghpezzeqfzn48yvw34ff6u6m9tlh08kjjaxx4nxmk pool1ps39v4j035ejzrga2qt56cfhjuwx38wved8rd0mujtyh6r5mt3c
ipv4:34.91.150.76,ipv4,7,0,0,ETO21 ETO15 ETO16 ETO17 ETO20 ETO19 ETO18,pool1wuxqvk0flqtdj58aaqn8m8w2qheawpvgrhmqnry7uk6pcrwnp4a pool1mkprng8gaw4uzkd0x9ppjw5y52gv2qnwuet9dtvmdy6fkjuv9u3 pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe pool1r9rc8f6xtl8fxmrvz3et9en0p8tp9aq0rzslfczawq6m7udqd33 pool1lujmnkmp7auuvphrhlxe9xtsqwt9vk8zemg8pkeztr367f0grq6 pool1jkltjlyk484wpdrhe20sjmgqgxhw0zx8lx6tml4wkprt5z28tvw pool1uavevsqnddgyg9nrkn04f79qlx6x87a4ysvdvtxacvkfuzpva08
ipv4:34.91.176.78,ipv4,7,0,0,ETO19 ETO20 ETO17 ETO15 ETO16 ETO18 ETO21,pool1jkltjlyk484wpdrhe20sjmgqgxhw0zx8lx6tml4wkprt5z28tvw pool1lujmnkmp7auuvphrhlxe9xtsqwt9vk8zemg8pkeztr367f0grq6 pool1r9rc8f6xtl8fxmrvz3et9en0p8tp9aq0rzslfczawq6m7udqd33 pool1mkprng8gaw4uzkd0x9ppjw5y52gv2qnwuet9dtvmdy6fkjuv9u3 pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe pool1uavevsqnddgyg9nrkn04f79qlx6x87a4ysvdvtxacvkfuzpva08 pool1wuxqvk0flqtdj58aaqn8m8w2qheawpvgrhmqnry7uk6pcrwnp4a
ipv4:34.91.217.120,ipv4,7,0,0,ETO19 ETO20 ETO15 ETO21 ETO17 ETO16 ETO18,pool1jkltjlyk484wpdrhe20sjmgqgxhw0zx8lx6tml4wkprt5z28tvw pool1lujmnkmp7auuvphrhlxe9xtsqwt9vk8zemg8pkeztr367f0grq6 pool1mkprng8gaw4uzkd0x9ppjw5y52gv2qnwuet9dtvmdy6fkjuv9u3 pool1wuxqvk0flqtdj58aaqn8m8w2qheawpvgrhmqnry7uk6pcrwnp4a pool1r9rc8f6xtl8fxmrvz3et9en0p8tp9aq0rzslfczawq6m7udqd33 pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe pool1uavevsqnddgyg9nrkn04f79qlx6x87a4ysvdvtxacvkfuzpva08
dns:eu.relays.cardanians.io,dns,6,169997294,23176,CRDNS CRDN2 CRDN1 CRDN3 CRDN POOLS,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt pool189lsf6c2upyhmrzddyvyfjxxkqnte9pw8aqx7f4cuf85sjxlm02 pool1ukeqarukv9gxwy9pt8jkr4qvad2yf87758g3xzemmvmtk8lrynp pool1kmsr376syqkluhxvv8k2axugqw7unjmlkwhfxjxtj7cw7qcn0jn pool1a5jd3x2udlvpm9mt4gpau4jlags6qtth6jdsguryh2zy27f5ttj pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq
ipv4:157.245.228.134,ipv4,6,159927401,15324,BLOOM BLOOM BLOOM BLOOM BLOOM BLOOM,pool1hntu7agmt8u5j9c20ejen7dvq0jfkvkpnul3mrdd8tppqvwfvt2 pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct pool17kew7rtakc7g6qzydntann5umw08xq3ll2j7spk7en4kvff69fa pool1uyvyxt9k9g038h567x8halej4x87j7m4r4zyz9lhv4dcv83husk
ipv4:159.89.120.164,ipv4,6,159927401,15324,BLOOM BLOOM BLOOM BLOOM BLOOM BLOOM,pool1hntu7agmt8u5j9c20ejen7dvq0jfkvkpnul3mrdd8tppqvwfvt2 pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct pool17kew7rtakc7g6qzydntann5umw08xq3ll2j7spk7en4kvff69fa pool1uyvyxt9k9g038h567x8halej4x87j7m4r4zyz9lhv4dcv83husk
ipv4:209.97.186.44,ipv4,6,159927401,15324,BLOOM BLOOM BLOOM BLOOM BLOOM BLOOM,pool1hntu7agmt8u5j9c20ejen7dvq0jfkvkpnul3mrdd8tppqvwfvt2 pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct pool17kew7rtakc7g6qzydntann5umw08xq3ll2j7spk7en4kvff69fa pool1uyvyxt9k9g038h567x8halej4x87j7m4r4zyz9lhv4dcv83husk
dns:relays.digi.pro,dns,6,157196693,8794,DIGI DIGI2 DIGI4 DIGI3 DIGI6 DIGI5,pool1rvng7n968748udkc5rxy4h9zp9hms4s3jsfwuues76ft28uc056 pool1lvsa8e0dw6z8g2fkw7prnfa7627wuy5jjexaadck6w5sxw5xkvm pool1jz5ljsnj4fzmk84j0wcw9ldy866dn07nzqg2ktyuyjvfvr3jgtq pool1ppznyu6qrvlw9uuqa3tslryjd40nh56jyvmaqw6kdf4kzq3y8kh pool13pt7us94nw782t5v4d89sz8zqn8hcn8r8r7hhph5mvxvvp3c76v pool1jql92je87mrx5gpjhmwr6a8a766cktcf5p0p8wd0wxq87nu80yf
dns:eu1.stakecool.io,dns,6,80835413,3771,COOL2 COOL COOL3 COOL5 CALM COOL4,pool1myvgx4ef424e6nw2strqq7dxcepav52plyyhxrk0avaw7y098l2 pool1vxvdypctdecvc2j7xu9y8h2fdxvkpjy2pp8luwg2h6dx5jlv0nk pool1ppqdq5yfkkllrcj0u47pakg9e4ha568pz3a9kkrr6w2kyw8gxv7 pool1vdcu0y6ujrwmnv4u50j6upxkjug7cx7zsaynjvgkcm2ycmajelc pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53 pool1w7pt822hfgw30xnkwpjzz0sr5psejksqdcdw4l0ms33lsgynp2e
dns:eu2.stakecool.io,dns,6,80835413,3771,COOL2 COOL COOL3 COOL5 CALM COOL4,pool1myvgx4ef424e6nw2strqq7dxcepav52plyyhxrk0avaw7y098l2 pool1vxvdypctdecvc2j7xu9y8h2fdxvkpjy2pp8luwg2h6dx5jlv0nk pool1ppqdq5yfkkllrcj0u47pakg9e4ha568pz3a9kkrr6w2kyw8gxv7 pool1vdcu0y6ujrwmnv4u50j6upxkjug7cx7zsaynjvgkcm2ycmajelc pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53 pool1w7pt822hfgw30xnkwpjzz0sr5psejksqdcdw4l0ms33lsgynp2e
dns:eu3.stakecool.io,dns,6,80835413,3771,COOL2 COOL COOL3 COOL5 CALM COOL4,pool1myvgx4ef424e6nw2strqq7dxcepav52plyyhxrk0avaw7y098l2 pool1vxvdypctdecvc2j7xu9y8h2fdxvkpjy2pp8luwg2h6dx5jlv0nk pool1ppqdq5yfkkllrcj0u47pakg9e4ha568pz3a9kkrr6w2kyw8gxv7 pool1vdcu0y6ujrwmnv4u50j6upxkjug7cx7zsaynjvgkcm2ycmajelc pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53 pool1w7pt822hfgw30xnkwpjzz0sr5psejksqdcdw4l0ms33lsgynp2e
dns:eu4.stakecool.io,dns,6,80835413,3771,COOL2 COOL COOL3 COOL5 CALM COOL4,pool1myvgx4ef424e6nw2strqq7dxcepav52plyyhxrk0avaw7y098l2 pool1vxvdypctdecvc2j7xu9y8h2fdxvkpjy2pp8luwg2h6dx5jlv0nk pool1ppqdq5yfkkllrcj0u47pakg9e4ha568pz3a9kkrr6w2kyw8gxv7 pool1vdcu0y6ujrwmnv4u50j6upxkjug7cx7zsaynjvgkcm2ycmajelc pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53 pool1w7pt822hfgw30xnkwpjzz0sr5psejksqdcdw4l0ms33lsgynp2e
dns:relay1.fimi.vn,dns,6,42243255,2566,FIMI ADPL BOOM KIRIN ELLY7 OSCAR,pool1rct5guwnp6nk9f4ldn5tr3s42j0nm5rxeayv56lxua5ck47ex39 pool1456lrrp0a3gsgkmyx0rm8wkdmdku75tfdlu9xvpffvxmqmjkwee pool1vz9txqmdhxwegpy7uzrsap84z309veehqv3uh4s60qwxk0u7h06 pool14p4ksk3ddqtax905sys7ujakpxwvfsntjnvlu8p9d3wxycy7pv3 pool1d5zrmzgskqzse485j7p5cly2290xyffr2tyq9d8ngkzyxjjxwtm pool1j9qrcwg28mgsu38p5jkrwpthff5pmm5wdpprghg2xrvfyfcm5ls
dns:relay1.nordicpool.org,dns,5,338633159,17369,NORTH NORTH NORTH NORTH NORTH,pool1k633phcvz2hjhj45evwwau4w576jpq83acg5h84w23jauqu56cw pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej pool1lfvzgsrghmugvpym868mh29288ez0nncz680mamzjygu2jpuwcd pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx pool1nz9h4raywm6mu2v8l7htuaqvmn06l3mepuaxynpzlwljsf8txhy
dns:relay2.nordicpool.org,dns,5,338633159,17369,NORTH NORTH NORTH NORTH NORTH,pool1k633phcvz2hjhj45evwwau4w576jpq83acg5h84w23jauqu56cw pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej pool1lfvzgsrghmugvpym868mh29288ez0nncz680mamzjygu2jpuwcd pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx pool1nz9h4raywm6mu2v8l7htuaqvmn06l3mepuaxynpzlwljsf8txhy
dns:relay3.nordicpool.org,dns,5,338633159,17369,NORTH NORTH NORTH NORTH NORTH,pool1k633phcvz2hjhj45evwwau4w576jpq83acg5h84w23jauqu56cw pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej pool1lfvzgsrghmugvpym868mh29288ez0nncz680mamzjygu2jpuwcd pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx pool1nz9h4raywm6mu2v8l7htuaqvmn06l3mepuaxynpzlwljsf8txhy
